closeness_centrality,eigenvector_centrality,betweenness_centrality,harmonic_centrality,load_centrality,degrees,average_shortest_path,average_clustering,omega,sigma,density,neuron,method,epoch,in/out,chain
0.8544973544973545,0.833998187452652,0.29988610891720513,0.8461538461538461,0.2941012159053565,8,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N1,Correlation,Vis-NoStim,In,0
0.6642246642246641,0.6978029206917223,0.2926214478166268,0.7179487179487182,0.2787545185672033,7,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N2,Correlation,Vis-NoStim,In,0
0.6071428571428572,0.4484212731832371,0.1940227056304364,0.5897435897435899,0.2026947091685836,5,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N3,Correlation,Vis-NoStim,In,0
0.2755825734549138,0.226510303854516,0.021957302077518524,0.30769230769230826,0.022477817942819583,3,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N4,Correlation,Vis-NoStim,In,0
0.12698412698412698,0.09213797260670106,0.0,0.15384615384615438,0.0,2,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N5,Correlation,Vis-NoStim,In,0
0.5528455284552846,0.6648954500227049,0.14212362799266534,0.6666666666666671,0.1365100230036148,7,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N6,Correlation,Vis-NoStim,In,0
0.9251700680272108,0.8950065755750665,0.7707229059335697,0.9743589743589745,0.7449720670391059,10,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N7,Correlation,Vis-NoStim,In,0
0.3167701863354037,0.3027531171607228,0.07369565330102675,0.3846153846153851,0.07111403220506078,4,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N8,Correlation,Vis-NoStim,In,0
0.6642246642246641,0.7975982869327256,0.2686317343071396,0.7692307692307695,0.2590371344068353,8,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N9,Correlation,Vis-NoStim,In,0
0.9251700680272108,1.0,0.4766082578812112,0.9743589743589745,0.4683207361156752,10,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N10,Correlation,Vis-NoStim,In,0
0.6071428571428572,0.5325851221976985,0.2989632282159541,0.6410256410256412,0.2954978639500493,6,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N11,Correlation,Vis-NoStim,In,0
0.6071428571428572,0.6497680784130028,0.1647005044735519,0.6410256410256412,0.16579033848176136,6,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N12,Correlation,Vis-NoStim,In,0
1.0,0.8590536895330343,1.0,1.0,1.0,10,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N13,Correlation,Vis-NoStim,In,0
0.3597883597883596,0.4190424685270765,0.042110320536860785,0.4102564102564107,0.04074926059809398,4,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N14,Correlation,Vis-NoStim,In,0
0.19825072886297365,0.08924427004342599,0.09588021907183088,0.2564102564102572,0.10529083141636543,3,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N15,Correlation,Vis-NoStim,In,0
0.7876447876447876,0.9261950074345452,0.19565070866522769,0.8205128205128206,0.18573775879066706,8,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N16,Correlation,Vis-NoStim,In,0
0.6642246642246641,0.4975479341297109,0.3320115169981145,0.6666666666666667,0.3322379231022017,6,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N17,Correlation,Vis-NoStim,In,0
0.6642246642246641,0.6332044335168923,0.2750175848523132,0.7179487179487182,0.26500164311534663,7,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N18,Correlation,Vis-NoStim,In,0
0.0,0.0,0.0,0.0,0.0,1,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N19,Correlation,Vis-NoStim,In,0
0.4047619047619047,0.27999386152281586,0.14704738664035133,0.4358974358974361,0.1476832073611567,4,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N20,Correlation,Vis-NoStim,In,0
0.19825072886297365,0.14664443028816454,0.1347950219745845,0.3076923076923085,0.1431482090042721,4,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N21,Correlation,Vis-NoStim,In,0
0.4518272425249169,0.4207168569175714,0.13889181729727304,0.5128205128205132,0.13821886296418007,5,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N22,Correlation,Vis-NoStim,In,0
0.4518272425249169,0.5603008414218413,0.14394865050300454,0.5641025641025645,0.14465987512323358,6,1.9090909090909087,0.3337129054520359,0.15067303174124413,1.1364713841084355,0.2648221343873518,N23,Correlation,Vis-NoStim,In,0
0.8544973544973545,0.833998187452652,0.29988610891720513,0.8461538461538461,0.2941012159053565,8,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N1,Correlation,Vis-NoStim,In,1
0.6642246642246641,0.6978029206917223,0.2926214478166268,0.7179487179487182,0.2787545185672033,7,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N2,Correlation,Vis-NoStim,In,1
0.6071428571428572,0.4484212731832371,0.1940227056304364,0.5897435897435899,0.2026947091685836,5,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N3,Correlation,Vis-NoStim,In,1
0.2755825734549138,0.226510303854516,0.021957302077518524,0.30769230769230826,0.022477817942819583,3,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N4,Correlation,Vis-NoStim,In,1
0.12698412698412698,0.09213797260670106,0.0,0.15384615384615438,0.0,2,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N5,Correlation,Vis-NoStim,In,1
0.5528455284552846,0.6648954500227049,0.14212362799266534,0.6666666666666671,0.1365100230036148,7,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N6,Correlation,Vis-NoStim,In,1
0.9251700680272108,0.8950065755750665,0.7707229059335697,0.9743589743589745,0.7449720670391059,10,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N7,Correlation,Vis-NoStim,In,1
0.3167701863354037,0.3027531171607228,0.07369565330102675,0.3846153846153851,0.07111403220506078,4,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N8,Correlation,Vis-NoStim,In,1
0.6642246642246641,0.7975982869327256,0.2686317343071396,0.7692307692307695,0.2590371344068353,8,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N9,Correlation,Vis-NoStim,In,1
0.9251700680272108,1.0,0.4766082578812112,0.9743589743589745,0.4683207361156752,10,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N10,Correlation,Vis-NoStim,In,1
0.6071428571428572,0.5325851221976985,0.2989632282159541,0.6410256410256412,0.2954978639500493,6,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N11,Correlation,Vis-NoStim,In,1
0.6071428571428572,0.6497680784130028,0.1647005044735519,0.6410256410256412,0.16579033848176136,6,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N12,Correlation,Vis-NoStim,In,1
1.0,0.8590536895330343,1.0,1.0,1.0,10,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N13,Correlation,Vis-NoStim,In,1
0.3597883597883596,0.4190424685270765,0.042110320536860785,0.4102564102564107,0.04074926059809398,4,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N14,Correlation,Vis-NoStim,In,1
0.19825072886297365,0.08924427004342599,0.09588021907183088,0.2564102564102572,0.10529083141636543,3,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N15,Correlation,Vis-NoStim,In,1
0.7876447876447876,0.9261950074345452,0.19565070866522769,0.8205128205128206,0.18573775879066706,8,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N16,Correlation,Vis-NoStim,In,1
0.6642246642246641,0.4975479341297109,0.3320115169981145,0.6666666666666667,0.3322379231022017,6,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N17,Correlation,Vis-NoStim,In,1
0.6642246642246641,0.6332044335168923,0.2750175848523132,0.7179487179487182,0.26500164311534663,7,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N18,Correlation,Vis-NoStim,In,1
0.0,0.0,0.0,0.0,0.0,1,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N19,Correlation,Vis-NoStim,In,1
0.4047619047619047,0.27999386152281586,0.14704738664035133,0.4358974358974361,0.1476832073611567,4,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N20,Correlation,Vis-NoStim,In,1
0.19825072886297365,0.14664443028816454,0.1347950219745845,0.3076923076923085,0.1431482090042721,4,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N21,Correlation,Vis-NoStim,In,1
0.4518272425249169,0.4207168569175714,0.13889181729727304,0.5128205128205132,0.13821886296418007,5,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N22,Correlation,Vis-NoStim,In,1
0.4518272425249169,0.5603008414218413,0.14394865050300454,0.5641025641025645,0.14465987512323358,6,1.9090909090909087,0.3337129054520359,0.18183558922438026,1.13730718784213,0.2648221343873518,N23,Correlation,Vis-NoStim,In,1
0.8544973544973545,0.833998187452652,0.29988610891720513,0.8461538461538461,0.2941012159053565,8,1.9090909090909087,0.3337129054520359,0.1634880038972112,1.1604527112162035,0.2648221343873518,N1,Correlation,Vis-NoStim,In,2
