0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03439004806987566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018113492506680727,0.0,0.014676918604184994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017585728470383394,0.0198639594061722
0.0,0.015940421979952348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5130434991548497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.017888960255000114,0.0,0.0,0.01984824247869635,1.1502543095183069,0.0,0.0,0.7055616355953273,0.0,0.0930730202413522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017265463468463596,0.02665515611541551,0.017569296772641144,0.016338258698622255,0.0,0.014742890035453314,0.0,0.0,0.0,0.01634265338343947,0.02142968373047909,0.015620017325975923,0.0172363176990673,0.017536399654294824,0.0,0.0,0.0,0.0,0.01747301913962874,0.019053138581517547,0.015153292130072046,0.019425235153772372,0.015527801006472615
0.14400424180646446,0.02354397302345075,0.7371866813036597,0.5876915237936235,0.0,0.0,0.7194987187462812,0.0,0.0,0.08060867741507638,0.0,0.42295472271992496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1573534468503338,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023833906253761795,0.014766567017353262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014942218654234816,0.01895251247481866,0.015467870067094122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023738560584978235,0.01624993183771079,0.016358507375251092,0.0,0.01778891746570141,0.015114319177064274,0.015633041428281307,0.0,0.0149050499734515,0.01993368030938376,0.0,0.01964094529947009,0.0
0.3067795502828916,0.0,0.0,0.0,0.028881577195399955,0.0,0.0,0.09008053789809724,0.0,0.021809324419574942,0.02565969611373418,0.0,0.6902972535928842,0.04249314409353899,0.4079932905843,0.4033663169734275,0.34002441862144,0.3106705298424209,0.4146998474909329,0.0,0.05593917675150966,0.09708906304002582,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014987488000442929,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021050829227000276,0.0,0.0,0.014815354939796176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02757113069857293,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021940014282349155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04053651157116247,0.0
0.0,0.026395862054484878,0.016358654856749342,0.0,0.0,0.0,0.0,0.0,0.0,0.017952469919671133,0.02289730366593831,0.016900116702461394,0.01753598646662814,0.0,0.015637686902117254,0.0,0.014763330408053546,0.0,0.014626175780992467,0.021440913402592115,0.015299369505840224,0.01945190474136623,0.017399078345274648
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227526423988713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017826818818527882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014866220207765712,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026467976549027043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017328294446211784,0.0
0.0,0.0,0.01815537232075165,0.0,0.0,0.0,0.0,0.0,0.04558589702326807,0.0,0.024088467787776888,0.02634277325821551,0.0,0.0,0.01750277551408597,0.0,0.034408054231326826,0.0,0.0,0.0,0.391696003411051,0.02946841955662536,0.0
0.0,0.0,0.0,0.0,0.04538698976955639,0.0,0.0,0.0,0.0,0.0,0.033287774659031474,0.02269017134666817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244175491038177,0.0
0.0,0.015498133555229296,0.015270483179796675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019918467128317255,0.014777357928594881,0.015907610587828556,0.0,0.01617506445054076,0.015044172731808447,0.0,0.0,0.014949770807190342,0.0,0.0,0.01730666300599607,0.016375618988135696
0.015091321282877684,0.0,0.02423367934340612,0.0,0.0,0.0,0.0,0.0,0.11481137682728765,0.0,0.02690875874543867,0.023650376459149757,0.017184429587163083,0.0,0.020784184116524985,0.0,0.025006901154204227,0.0,0.01641974497208336,0.0,0.0,0.03439881685849442,0.018299487856095052
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022505529639594447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016326864381149515,0.0,0.016492503854786515,0.017302084669050553,0.01755587745463325,0.0,0.0,0.0,0.014656104095026165,0.0,0.0195991631573792,0.01706912440704651,0.016353486229185987,0.0,0.016293269047772143,0.014771994410699927,0.0,0.0,0.01656230147063601,0.0,0.0,0.018835458574731134,0.0
