closeness_centrality,eigenvector_centrality,betweenness_centrality,harmonic_centrality,load_centrality,degrees,average_shortest_path,average_clustering,omega,sigma,density,neuron
1.0,1.0,1.0,1.0,1.0,10,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N1
0.39534883720930236,0.32089349438974185,0.28490084429609264,0.4411764705882355,0.2896374184191443,5,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N2
0.5666666666666668,0.6837105298453497,0.3332024347143137,0.6470588235294119,0.33900652646845536,7,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N3
0.695906432748538,0.7353339385337617,0.5154133123895542,0.7647058823529412,0.5316968817984047,8,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N4
0.34343434343434337,0.4069691469186323,0.11211466719026111,0.4117647058823532,0.12010877447425673,5,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N5
0.6296296296296295,0.6653137078221789,0.38032593756135874,0.6764705882352942,0.3914575779550398,7,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N6
0.9174603174603173,0.9553720566450851,0.7489691733752207,0.9117647058823529,0.7618781725888326,9,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N7
0.6296296296296295,0.6458254464767883,0.5611623797368936,0.6764705882352942,0.5814865844815085,7,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N8
0.5666666666666668,0.3561714982602463,0.4649518947575103,0.5882352941176471,0.508150833937636,6,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N9
0.6296296296296295,0.5898339268373647,0.28018849401138807,0.6176470588235293,0.28506889050036255,6,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N10
0.5067750677506776,0.3293294715747396,0.21480463381111325,0.5,0.22675126903553303,5,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N11
0.34343434343434337,0.22133887789967038,0.24347143137639896,0.4117647058823532,0.26274111675126904,5,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N12
0.24637681159420294,0.2775505506117442,0.08246612998232866,0.2941176470588239,0.08024655547498188,4,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N13
0.39534883720930236,0.4199009343591848,0.06832907912821519,0.4411764705882355,0.07455402465554753,5,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N14
0.6296296296296295,0.6119678902103969,0.18270174749656384,0.6176470588235293,0.18348078317621463,6,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N15
0.695906432748538,0.6274983484634411,0.6294914588651088,0.7058823529411764,0.6624800580130529,7,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N16
0.34343434343434337,0.27001106924813245,0.08442960926762222,0.35294117647058837,0.0901957940536621,4,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N17
0.037037037037037146,0.005857137629615338,0.0,0.029411764705882575,0.0,2,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N18
0.5666666666666668,0.48906949659402765,0.4883172982525034,0.6470588235294119,0.521849166062364,7,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N19
0.9174603174603173,0.8999814670452937,0.770469271549185,0.9117647058823529,0.787831762146483,9,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N20
0.4497354497354498,0.4925122383877466,0.16414686825053992,0.47058823529411775,0.16672951414068163,5,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N21
0.0,0.0,0.002356175142352246,0.0,0.003480783176214647,2,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N22
0.15740740740740733,0.14774904641238787,0.033575495778519523,0.17647058823529452,0.03776649746192894,3,1.8853754940711462,0.24886128364389234,0.4537746702047418,0.963808232591421,0.2648221343873518,N23
